"ScalarGradient:0","ScalarGradient:1","ScalarGradient:2","VectorGradient:0","VectorGradient:1","VectorGradient:2","VectorGradient:3","VectorGradient:4","VectorGradient:5","VectorGradient:6","VectorGradient:7","VectorGradient:8","vtkOriginalCellIds","Cell Type"
-10.052,2.2933,-2.2277,5.9021e-05,-3.5387e-07,4.6714e-05,-4.9606e-06,5.5074e-05,-2.2546e-05,2.0624e-05,1.4088e-06,-0.00071931,1078,10
