"vtkOriginalCellIds","VectorGradient:0","VectorGradient:1","VectorGradient:2","VectorGradient:3","VectorGradient:4","VectorGradient:5","VectorGradient:6","VectorGradient:7","VectorGradient:8","Cell Type"
17,-0.010702,0.11064,-1.5042,0.087526,0.10421,0.78262,1.4017,-0.63655,-0.14728,12
