"vtkOriginalCellIds","VectorGradient:0","VectorGradient:1","VectorGradient:2","VectorGradient:3","VectorGradient:4","VectorGradient:5","VectorGradient:6","VectorGradient:7","VectorGradient:8","Cell Type"
17,-0.030229,0.16361,-2.4486,0.1292,0.13763,1.2806,2.3266,-1.0757,-0.18949,12
