"vtkOriginalCellIds","VectorGradient:0","VectorGradient:1","VectorGradient:2","VectorGradient:3","VectorGradient:4","VectorGradient:5","VectorGradient:6","VectorGradient:7","VectorGradient:8","Cell Type"
17,0.0032032,0.030694,-0.35036,0.024584,0.036384,0.18201,0.3065,-0.13329,-0.055558,12
